province_state,country_region,date,confirmed,deaths,recovered,active
Shanxi,China,2021-05-16,251,0,245,6
Tibet,China,2021-05-16,1,0,1,0
Unknown,China,2021-05-16,0,0,10,-10
Jiangsu,China,2022-06-13,2235,0,,
Macau,China,2022-06-13,83,0,,
Ningxia,China,2022-06-13,122,0,,
Qinghai,China,2022-06-13,147,0,,
Shanxi,China,2022-06-13,423,0,,
Tibet,China,2022-06-13,1,0,,
Unknown,China,2022-06-13,661316,0,,
Jiangsu,China,2020-09-15,665,0,663,2
Macau,China,2020-09-15,46,0,46,0
Ningxia,China,2020-09-15,75,0,75,0
Qinghai,China,2020-09-15,18,0,18,0
Shanxi,China,2020-09-15,203,0,202,1
Tibet,China,2020-09-15,1,0,1,0
Jiangsu,China,2021-06-24,742,0,729,13
Macau,China,2021-06-24,53,0,51,2
Ningxia,China,2021-06-24,76,0,75,1
Qinghai,China,2021-06-24,18,0,18,0
Shanxi,China,2021-06-24,253,0,252,1
Tibet,China,2021-06-24,1,0,1,0
Unknown,China,2021-06-24,0,0,16,-16
Jiangsu,China,2021-12-29,1625,0,,
Macau,China,2021-12-29,78,0,,
Ningxia,China,2021-12-29,122,0,,
Qinghai,China,2021-12-29,30,0,,
Shanxi,China,2021-12-29,265,0,,
Tibet,China,2021-12-29,1,0,,
Unknown,China,2021-12-29,0,0,,
Jiangsu,China,2020-09-21,665,0,664,1
Macau,China,2020-09-21,46,0,46,0
Ningxia,China,2020-09-21,75,0,75,0
Qinghai,China,2020-09-21,18,0,18,0
Shanxi,China,2020-09-21,203,0,203,0
Tibet,China,2020-09-21,1,0,1,0
Jiangsu,China,2020-08-26,665,0,657,8
Macau,China,2020-08-26,46,0,46,0
Ningxia,China,2020-08-26,75,0,75,0
Qinghai,China,2020-08-26,18,0,18,0
Shanxi,China,2020-08-26,202,0,201,1
Tibet,China,2020-08-26,1,0,1,0
Jiangsu,China,2020-06-26,654,0,653,1
Macau,China,2020-06-26,46,0,45,1
Ningxia,China,2020-06-26,75,0,75,0
Qinghai,China,2020-06-26,18,0,18,0
Shanxi,China,2020-06-26,198,0,198,0
Tibet,China,2020-06-26,1,0,1,0
Jiangsu,China,2021-05-17,721,0,713,8
Macau,China,2021-05-17,50,0,49,1
Ningxia,China,2021-05-17,76,0,75,1
Qinghai,China,2021-05-17,18,0,18,0
Shanxi,China,2021-05-17,251,0,245,6
Tibet,China,2021-05-17,1,0,1,0
Unknown,China,2021-05-17,0,0,14,-14
Jiangsu,China,2021-06-30,742,0,732,10
Macau,China,2021-06-30,54,0,51,3
Ningxia,China,2021-06-30,76,0,75,1
Qinghai,China,2021-06-30,18,0,18,0
Shanxi,China,2021-06-30,253,0,252,1
Tibet,China,2021-06-30,1,0,1,0
Unknown,China,2021-06-30,0,0,17,-17
Jiangsu,China,2021-01-04,685,0,683,2
Macau,China,2021-01-04,46,0,46,0
Ningxia,China,2021-01-04,75,0,75,0
Qinghai,China,2021-01-04,18,0,18,0
Shanxi,China,2021-01-04,225,0,222,3
Tibet,China,2021-01-04,1,0,1,0
Jiangsu,China,2022-05-05,2213,0,,
Macau,China,2022-05-05,82,0,,
Ningxia,China,2022-05-05,122,0,,
Qinghai,China,2022-05-05,95,0,,
Shanxi,China,2022-05-05,420,0,,
Tibet,China,2022-05-05,1,0,,
Unknown,China,2022-05-05,848097,0,,
Jiangsu,China,2021-12-03,1619,0,,
Macau,China,2021-12-03,77,0,,
Ningxia,China,2021-12-03,122,0,,
Qinghai,China,2021-12-03,30,0,,
Shanxi,China,2021-12-03,265,0,,
Tibet,China,2021-12-03,1,0,,
Unknown,China,2021-12-03,0,0,,
Jiangsu,China,2022-10-19,2586,0,,
Ningxia,China,2022-10-19,215,0,,
Qinghai,China,2022-10-19,239,0,,
Shanxi,China,2022-10-19,897,0,,
Tibet,China,2022-10-19,1451,0,,
Unknown,China,2022-10-19,759420,0,,
Jiangsu,China,2020-07-12,654,0,654,0
Macau,China,2020-07-12,46,0,45,1
Ningxia,China,2020-07-12,75,0,75,0
Qinghai,China,2020-07-12,18,0,18,0
Shanxi,China,2020-07-12,200,0,198,2
Tibet,China,2020-07-12,1,0,1,0
Jiangsu,China,2020-11-05,674,0,666,8
Macau,China,2020-11-05,46,0,46,0
Ningxia,China,2020-11-05,75,0,75,0
Qinghai,China,2020-11-05,18,0,18,0
Shanxi,China,2020-11-05,216,0,211,5
Tibet,China,2020-11-05,1,0,1,0
Jiangsu,China,2022-08-05,2325,0,,
Ningxia,China,2022-08-05,122,0,,
Qinghai,China,2022-08-05,148,0,,
Shanxi,China,2022-08-05,429,0,,
Tibet,China,2022-08-05,1,0,,
Unknown,China,2022-08-05,677964,0,,
Jiangsu,China,2022-05-22,2222,0,,
Macau,China,2022-05-22,82,0,,
Ningxia,China,2022-05-22,122,0,,
Qinghai,China,2022-05-22,147,0,,
Shanxi,China,2022-05-22,420,0,,
Tibet,China,2022-05-22,1,0,,
Unknown,China,2022-05-22,962941,0,,
Jiangsu,China,2020-05-12,653,0,653,0
Macau,China,2020-05-12,45,0,42,3
Ningxia,China,2020-05-12,75,0,75,0
Qinghai,China,2020-05-12,18,0,18,0
Shanxi,China,2020-05-12,198,0,198,0
Tibet,China,2020-05-12,1,0,1,0
Jiangsu,China,2020-11-14,676,0,666,10
Macau,China,2020-11-14,46,0,46,0
Ningxia,China,2020-11-14,75,0,75,0
Qinghai,China,2020-11-14,18,0,18,0
Shanxi,China,2020-11-14,218,0,213,5
Tibet,China,2020-11-14,1,0,1,0
Jiangsu,China,2022-08-22,2344,0,,
Ningxia,China,2022-08-22,122,0,,
Qinghai,China,2022-08-22,168,0,,
Shanxi,China,2022-08-22,443,0,,
Tibet,China,2022-08-22,368,0,,
Unknown,China,2022-08-22,701753,0,,
Jiangsu,China,2021-12-20,1622,0,,
Macau,China,2021-12-20,77,0,,
Ningxia,China,2021-12-20,122,0,,
Qinghai,China,2021-12-20,30,0,,
Shanxi,China,2021-12-20,265,0,,
Tibet,China,2021-12-20,1,0,,
Unknown,China,2021-12-20,44,0,,
Jiangsu,China,2020-05-21,653,0,653,0
Macau,China,2020-05-21,45,0,44,1
Ningxia,China,2020-05-21,75,0,75,0
Qinghai,China,2020-05-21,18,0,18,0
Shanxi,China,2020-05-21,198,0,198,0
Tibet,China,2020-05-21,1,0,1,0
Jiangsu,China,2021-12-10,1620,0,,
Macau,China,2021-12-10,77,0,,
Ningxia,China,2021-12-10,122,0,,
Qinghai,China,2021-12-10,30,0,,
Shanxi,China,2021-12-10,265,0,,
Tibet,China,2021-12-10,1,0,,
Unknown,China,2021-12-10,0,0,,
Jiangsu,China,2021-03-07,705,0,702,3
Macau,China,2021-03-07,48,0,47,1
Ningxia,China,2021-03-07,75,0,75,0
Qinghai,China,2021-03-07,18,0,18,0
Shanxi,China,2021-03-07,241,0,238,3
Tibet,China,2021-03-07,1,0,1,0
Unknown,China,2021-03-07,0,0,3,-3
Jiangsu,China,2021-08-23,1584,0,,
Macau,China,2021-08-23,63,0,,
Ningxia,China,2021-08-23,77,0,,
Qinghai,China,2021-08-23,18,0,,
Shanxi,China,2021-08-23,256,0,,
Tibet,China,2021-08-23,1,0,,
Unknown,China,2021-08-23,0,0,,
Jiangsu,China,2021-03-24,708,0,704,4
Macau,China,2021-03-24,48,0,48,0
Ningxia,China,2021-03-24,75,0,75,0
Qinghai,China,2021-03-24,18,0,18,0
Shanxi,China,2021-03-24,241,0,240,1
Tibet,China,2021-03-24,1,0,1,0
Unknown,China,2021-03-24,0,0,1,
Jiangsu,China,2022-09-29,2402,0,,
Ningxia,China,2022-09-29,142,0,,
Qinghai,China,2022-09-29,239,0,,
Shanxi,China,2022-09-29,475,0,,
Tibet,China,2022-09-29,1380,0,,
Unknown,China,2022-09-29,739932,0,,
Jiangsu,China,2022-03-12,1910,0,,
Macau,China,2022-03-12,82,0,,
Ningxia,China,2022-03-12,122,0,,
Qinghai,China,2022-03-12,32,0,,
Shanxi,China,2022-03-12,295,0,,
Tibet,China,2022-03-12,1,0,,
Unknown,China,2022-03-12,0,0,,
Jiangsu,China,2022-08-12,2332,0,,
Ningxia,China,2022-08-12,122,0,,
Qinghai,China,2022-08-12,150,0,,
Shanxi,China,2022-08-12,429,0,,
Tibet,China,2022-08-12,14,0,,
Unknown,China,2022-08-12,681788,0,,
Jiangsu,China,2022-10-25,2617,0,,
Ningxia,China,2022-10-25,215,0,,
Qinghai,China,2022-10-25,241,0,,
Shanxi,China,2022-10-25,1046,0,,
Tibet,China,2022-10-25,1457,0,,
Unknown,China,2022-10-25,764288,0,,
Jiangsu,China,2020-03-13,631,0,630,
Shanxi,China,2020-03-13,133,0,133,
Ningxia,China,2020-03-13,75,0,72,
Qinghai,China,2020-03-13,18,0,18,
Macau,China,2020-03-13,10,0,10,
Tibet,China,2020-03-13,1,0,1,
Jiangsu,China,2021-05-27,726,0,715,11
Macau,China,2021-05-27,51,0,49,2
Ningxia,China,2021-05-27,76,0,75,1
Qinghai,China,2021-05-27,18,0,18,0
Shanxi,China,2021-05-27,253,0,247,6
Tibet,China,2021-05-27,1,0,1,0
Unknown,China,2021-05-27,0,0,13,-13
Jiangsu,China,2022-04-29,2200,0,,
Macau,China,2022-04-29,82,0,,
Ningxia,China,2022-04-29,122,0,,
Qinghai,China,2022-04-29,95,0,,
Shanxi,China,2022-04-29,418,0,,
Tibet,China,2022-04-29,1,0,,
Unknown,China,2022-04-29,736614,0,,
Jiangsu,China,2022-06-02,2235,0,,
Macau,China,2022-06-02,83,0,,
Ningxia,China,2022-06-02,122,0,,
Qinghai,China,2022-06-02,147,0,,
Shanxi,China,2022-06-02,421,0,,
Tibet,China,2022-06-02,1,0,,
Unknown,China,2022-06-02,659948,0,,
Jiangsu,China,2022-02-09,1631,0,,
Macau,China,2022-02-09,79,0,,
Ningxia,China,2022-02-09,122,0,,
Qinghai,China,2022-02-09,30,0,,
Shanxi,China,2022-02-09,268,0,,
Tibet,China,2022-02-09,1,0,,
Unknown,China,2022-02-09,0,0,,
Jiangsu,China,2020-08-17,664,0,655,9
Macau,China,2020-08-17,46,0,46,0
Ningxia,China,2020-08-17,75,0,75,0
Qinghai,China,2020-08-17,18,0,18,0
Shanxi,China,2020-08-17,201,0,201,0
Tibet,China,2020-08-17,1,0,1,0
Jiangsu,China,2022-07-19,2315,0,,
Ningxia,China,2022-07-19,122,0,,
Qinghai,China,2022-07-19,148,0,,
Shanxi,China,2022-07-19,427,0,,
Tibet,China,2022-07-19,1,0,,
Unknown,China,2022-07-19,669175,0,,
Jiangsu,China,2021-03-13,706,0,704,2
Macau,China,2021-03-13,48,0,47,1
Ningxia,China,2021-03-13,75,0,75,0
Qinghai,China,2021-03-13,18,0,18,0
Shanxi,China,2021-03-13,241,0,239,2
Tibet,China,2021-03-13,1,0,1,0
Unknown,China,2021-03-13,0,0,6,-6
Jiangsu,China,2022-02-15,1659,0,,
Macau,China,2022-02-15,79,0,,
Ningxia,China,2022-02-15,122,0,,
Qinghai,China,2022-02-15,30,0,,
Shanxi,China,2022-02-15,268,0,,
Tibet,China,2022-02-15,1,0,,
Unknown,China,2022-02-15,0,0,,
Jiangsu,China,2021-03-30,708,0,704,4
Macau,China,2021-03-30,48,0,48,0
Ningxia,China,2021-03-30,75,0,75,0
Qinghai,China,2021-03-30,18,0,18,0
Shanxi,China,2021-03-30,241,0,240,1
Tibet,China,2021-03-30,1,0,1,0
Unknown,China,2021-03-30,0,0,1,
Jiangsu,China,2021-11-17,1617,0,,
Macau,China,2021-11-17,77,0,,
Ningxia,China,2021-11-17,122,0,,
Qinghai,China,2021-11-17,30,0,,
Shanxi,China,2021-11-17,264,0,,
Tibet,China,2021-11-17,1,0,,
Unknown,China,2021-11-17,0,0,,
Jiangsu,China,2020-06-17,653,0,653,0
Macau,China,2020-06-17,45,0,45,0
Ningxia,China,2020-06-17,75,0,75,0
Qinghai,China,2020-06-17,18,0,18,0
Shanxi,China,2020-06-17,198,0,198,0
Tibet,China,2020-06-17,1,0,1,0
Jiangsu,China,2021-08-17,1576,0,,
Macau,China,2021-08-17,63,0,,
Ningxia,China,2021-08-17,77,0,,
Qinghai,China,2021-08-17,18,0,,
Shanxi,China,2021-08-17,255,0,,
Tibet,China,2021-08-17,1,0,,
Unknown,China,2021-08-17,0,0,,
Jiangsu,China,2020-09-12,665,0,663,2
Macau,China,2020-09-12,46,0,46,0
Ningxia,China,2020-09-12,75,0,75,0
Qinghai,China,2020-09-12,18,0,18,0
Shanxi,China,2020-09-12,203,0,202,1
Tibet,China,2020-09-12,1,0,1,0
Jiangsu,China,2020-03-29,644,0,631,13
Macau,China,2020-03-29,37,0,10,27
Ningxia,China,2020-03-29,75,0,75,0
Qinghai,China,2020-03-29,18,0,18,0
Shanxi,China,2020-03-29,136,0,133,3
Tibet,China,2020-03-29,1,0,1,0
Jiangsu,China,2022-11-22,3104,0,,
Ningxia,China,2022-11-22,226,0,,
Qinghai,China,2022-11-22,368,0,,
Shanxi,China,2022-11-22,2469,0,,
Tibet,China,2022-11-22,1498,0,,
Unknown,China,2022-11-22,1029140,0,,
Jiangsu,China,2021-10-11,1600,0,,
Macau,China,2021-10-11,77,0,,
Ningxia,China,2021-10-11,77,0,,
Qinghai,China,2021-10-11,18,0,,
Shanxi,China,2021-10-11,260,0,,
Tibet,China,2021-10-11,1,0,,
Unknown,China,2021-10-11,0,0,,
Jiangsu,China,2022-09-20,2379,0,,
Ningxia,China,2022-09-20,122,0,,
Qinghai,China,2022-09-20,233,0,,
Shanxi,China,2022-09-20,469,0,,
Tibet,China,2022-09-20,1295,0,,
Unknown,China,2022-09-20,734137,0,,
Jiangsu,China,2022-02-04,1630,0,,
Macau,China,2022-02-04,79,0,,
Ningxia,China,2022-02-04,122,0,,
Qinghai,China,2022-02-04,30,0,,
Shanxi,China,2022-02-04,268,0,,
Tibet,China,2022-02-04,1,0,,
Unknown,China,2022-02-04,0,0,,
Jiangsu,China,2020-03-16,631,0,631,
Shanxi,China,2020-03-16,133,0,133,
Ningxia,China,2020-03-16,75,0,75,
Qinghai,China,2020-03-16,18,0,18,
Macau,China,2020-03-16,11,0,10,
Tibet,China,2020-03-16,1,0,1,
Jiangsu,China,2021-05-06,720,0,711,9
Macau,China,2021-05-06,49,0,49,0
Ningxia,China,2021-05-06,75,0,75,0
Qinghai,China,2021-05-06,18,0,18,0
Shanxi,China,2021-05-06,251,0,243,8
Tibet,China,2021-05-06,1,0,1,0
Unknown,China,2021-05-06,0,0,11,-11
Jiangsu,China,2020-07-31,655,0,654,1
Macau,China,2020-07-31,46,0,46,0
Ningxia,China,2020-07-31,75,0,75,0
Qinghai,China,2020-07-31,18,0,18,0
Shanxi,China,2020-07-31,201,0,201,0
Tibet,China,2020-07-31,1,0,1,0
Jiangsu,China,2022-07-21,2316,0,,
Ningxia,China,2022-07-21,122,0,,
Qinghai,China,2022-07-21,148,0,,
Shanxi,China,2022-07-21,427,0,,
Tibet,China,2022-07-21,1,0,,
Unknown,China,2022-07-21,670669,0,,
Jiangsu,China,2022-02-21,1751,0,,
Macau,China,2022-02-21,79,0,,
Ningxia,China,2022-02-21,122,0,,
Qinghai,China,2022-02-21,30,0,,
Shanxi,China,2022-02-21,273,0,,
Tibet,China,2022-02-21,1,0,,
Unknown,China,2022-02-21,0,0,,
Jiangsu,China,2020-09-28,666,0,664,2
Macau,China,2020-09-28,46,0,46,0
Ningxia,China,2020-09-28,75,0,75,0
Qinghai,China,2020-09-28,18,0,18,0
Shanxi,China,2020-09-28,204,0,203,1
Tibet,China,2020-09-28,1,0,1,0
Jiangsu,China,2022-11-16,2859,0,,
Ningxia,China,2022-11-16,225,0,,
Qinghai,China,2022-11-16,330,0,,
Shanxi,China,2022-11-16,1989,0,,
Tibet,China,2022-11-16,1481,0,,
Unknown,China,2022-11-16,915345,0,,
Jiangsu,China,2021-12-14,1621,0,,
Macau,China,2021-12-14,77,0,,
Ningxia,China,2021-12-14,122,0,,
Qinghai,China,2021-12-14,30,0,,
Shanxi,China,2021-12-14,265,0,,
Tibet,China,2021-12-14,1,0,,
Unknown,China,2021-12-14,0,0,,
Jiangsu,China,2021-05-01,719,0,711,8
Macau,China,2021-05-01,49,0,49,0
Ningxia,China,2021-05-01,75,0,75,0
Qinghai,China,2021-05-01,18,0,18,0
Shanxi,China,2021-05-01,251,0,243,8
Tibet,China,2021-05-01,1,0,1,0
Unknown,China,2021-05-01,0,0,7,-7
Jiangsu,China,2021-07-09,744,0,734,10
Macau,China,2021-07-09,55,0,53,2
Ningxia,China,2021-07-09,76,0,75,1
Qinghai,China,2021-07-09,18,0,18,0
Shanxi,China,2021-07-09,253,0,252,1
Tibet,China,2021-07-09,1,0,1,0
Unknown,China,2021-07-09,0,0,33,-33
Jiangsu,China,2021-01-14,688,0,684,4
Macau,China,2021-01-14,46,0,46,0
Ningxia,China,2021-01-14,75,0,75,0
Qinghai,China,2021-01-14,18,0,18,0
Shanxi,China,2021-01-14,227,0,224,3
Tibet,China,2021-01-14,1,0,1,0
Jiangsu,China,2021-04-21,716,0,708,8
Macau,China,2021-04-21,49,0,48,1
Ningxia,China,2021-04-21,75,0,75,0
Qinghai,China,2021-04-21,18,0,18,0
Shanxi,China,2021-04-21,249,0,242,7
Tibet,China,2021-04-21,1,0,1,0
Unknown,China,2021-04-21,0,0,4,-4
Jiangsu,China,2021-10-26,1600,0,,
Macau,China,2021-10-26,77,0,,
Ningxia,China,2021-10-26,99,0,,
Qinghai,China,2021-10-26,19,0,,
Shanxi,China,2021-10-26,260,0,,
Tibet,China,2021-10-26,1,0,,
Unknown,China,2021-10-26,0,0,,
Jiangsu,China,2022-06-28,2247,0,,
Macau,China,2022-06-28,189,0,,
Ningxia,China,2022-06-28,122,0,,
Qinghai,China,2022-06-28,147,0,,
Shanxi,China,2022-06-28,423,0,,
Tibet,China,2022-06-28,1,0,,
Unknown,China,2022-06-28,662804,0,,
Jiangsu,China,2022-08-01,2323,0,,
Ningxia,China,2022-08-01,122,0,,
Qinghai,China,2022-08-01,148,0,,
Shanxi,China,2022-08-01,429,0,,
Tibet,China,2022-08-01,1,0,,
Unknown,China,2022-08-01,676684,0,,
Jiangsu,China,2022-11-01,2734,0,,
Ningxia,China,2022-11-01,217,0,,
Qinghai,China,2022-11-01,264,0,,
Shanxi,China,2022-11-01,1338,0,,
Tibet,China,2022-11-01,1461,0,,
Unknown,China,2022-11-01,775052,0,,
Jiangsu,China,2020-03-28,641,0,631,10
Macau,China,2020-03-28,37,0,10,27
Ningxia,China,2020-03-28,75,0,75,0
Qinghai,China,2020-03-28,18,0,18,0
Shanxi,China,2020-03-28,135,0,133,2
Tibet,China,2020-03-28,1,0,1,0
Jiangsu,China,2021-09-08,1591,0,,
Macau,China,2021-09-08,63,0,,
Ningxia,China,2021-09-08,77,0,,
Qinghai,China,2021-09-08,18,0,,
Shanxi,China,2021-09-08,259,0,,
Tibet,China,2021-09-08,1,0,,
Unknown,China,2021-09-08,0,0,,
Jiangsu,China,2021-06-11,734,0,720,14
Macau,China,2021-06-11,52,0,51,1
Ningxia,China,2021-06-11,76,0,75,1
Qinghai,China,2021-06-11,18,0,18,0
Shanxi,China,2021-06-11,253,0,250,3
Tibet,China,2021-06-11,1,0,1,0
Unknown,China,2021-06-11,0,0,5,-5
Jiangsu,China,2022-11-30,3417,0,,
Ningxia,China,2022-11-30,230,0,,
Qinghai,China,2022-11-30,422,0,,
Shanxi,China,2022-11-30,4076,0,,
Tibet,China,2022-11-30,1513,0,,
Unknown,China,2022-11-30,1277639,0,,
Jiangsu,China,2022-03-01,1779,0,,
Macau,China,2022-03-01,81,0,,
Ningxia,China,2022-03-01,122,0,,
Qinghai,China,2022-03-01,30,0,,
Shanxi,China,2022-03-01,285,0,,
Tibet,China,2022-03-01,1,0,,
Unknown,China,2022-03-01,0,0,,
Jiangsu,China,2022-06-26,2245,0,,
Macau,China,2022-06-26,129,0,,
Ningxia,China,2022-06-26,122,0,,
Qinghai,China,2022-06-26,147,0,,
Shanxi,China,2022-06-26,423,0,,
Tibet,China,2022-06-26,1,0,,
Unknown,China,2022-06-26,662662,0,,
Jiangsu,China,2020-05-29,653,0,653,0
Macau,China,2020-05-29,45,0,45,0
Ningxia,China,2020-05-29,75,0,75,0
Qinghai,China,2020-05-29,18,0,18,0
Shanxi,China,2020-05-29,198,0,198,0
Tibet,China,2020-05-29,1,0,1,0
Jiangsu,China,2022-09-08,2364,0,,
Ningxia,China,2022-09-08,122,0,,
Qinghai,China,2022-09-08,227,0,,
Shanxi,China,2022-09-08,469,0,,
Tibet,China,2022-09-08,1159,0,,
Unknown,China,2022-09-08,723991,0,,
Jiangsu,China,2020-12-12,684,0,675,9
Macau,China,2020-12-12,46,0,46,0
Ningxia,China,2020-12-12,75,0,75,0
Qinghai,China,2020-12-12,18,0,18,0
Shanxi,China,2020-12-12,222,0,218,4
Tibet,China,2020-12-12,1,0,1,0
Jiangsu,China,2020-11-09,675,0,666,9
Macau,China,2020-11-09,46,0,46,0
Ningxia,China,2020-11-09,75,0,75,0
Qinghai,China,2020-11-09,18,0,18,0
Shanxi,China,2020-11-09,218,0,213,5
Tibet,China,2020-11-09,1,0,1,0
Jiangsu,China,2021-10-24,1600,0,,
Macau,China,2021-10-24,77,0,,
Ningxia,China,2021-10-24,94,0,,
Qinghai,China,2021-10-24,19,0,,
Shanxi,China,2021-10-24,260,0,,
Tibet,China,2021-10-24,1,0,,
Unknown,China,2021-10-24,0,0,,
Jiangsu,China,2021-11-18,1617,0,,
Macau,China,2021-11-18,77,0,,
Ningxia,China,2021-11-18,122,0,,
Qinghai,China,2021-11-18,30,0,,
Shanxi,China,2021-11-18,264,0,,
Tibet,China,2021-11-18,1,0,,
Unknown,China,2021-11-18,0,0,,
Jiangsu,China,2020-07-04,654,0,654,0
Macau,China,2020-07-04,46,0,45,1
Ningxia,China,2020-07-04,75,0,75,0
Qinghai,China,2020-07-04,18,0,18,0
Shanxi,China,2020-07-04,198,0,198,0
Tibet,China,2020-07-04,1,0,1,0
Jiangsu,China,2021-01-28,693,0,685,8
Macau,China,2021-01-28,47,0,46,1
Ningxia,China,2021-01-28,75,0,75,0
Qinghai,China,2021-01-28,18,0,18,0
Shanxi,China,2021-01-28,238,0,226,12
Tibet,China,2021-01-28,1,0,1,0
Jiangsu,China,2021-11-06,1603,0,,
Macau,China,2021-11-06,77,0,,
Ningxia,China,2021-11-06,122,0,,
Qinghai,China,2021-11-06,30,0,,
Shanxi,China,2021-11-06,260,0,,
Tibet,China,2021-11-06,1,0,,
Unknown,China,2021-11-06,0,0,,
Jiangsu,China,2022-07-08,2287,0,,
Ningxia,China,2022-07-08,122,0,,
Qinghai,China,2022-07-08,147,0,,
Shanxi,China,2022-07-08,427,0,,
Tibet,China,2022-07-08,1,0,,
Unknown,China,2022-07-08,665291,0,,
Jiangsu,China,2020-05-19,653,0,653,0
Macau,China,2020-05-19,45,0,44,1
Ningxia,China,2020-05-19,75,0,75,0
Qinghai,China,2020-05-19,18,0,18,0
Shanxi,China,2020-05-19,198,0,198,0
Tibet,China,2020-05-19,1,0,1,0
Jiangsu,China,2021-09-21,1595,0,,
Macau,China,2021-09-21,63,0,,
Ningxia,China,2021-09-21,77,0,,
Qinghai,China,2021-09-21,18,0,,
Shanxi,China,2021-09-21,260,0,,
Tibet,China,2021-09-21,1,0,,
Unknown,China,2021-09-21,0,0,,
Jiangsu,China,2022-03-16,1970,0,,
Macau,China,2022-03-16,82,0,,
Ningxia,China,2022-03-16,122,0,,
Qinghai,China,2022-03-16,32,0,,
Shanxi,China,2022-03-16,295,0,,
Tibet,China,2022-03-16,1,0,,
Unknown,China,2022-03-16,0,0,,
Jiangsu,China,2020-08-19,664,0,656,8
Macau,China,2020-08-19,46,0,46,0
Ningxia,China,2020-08-19,75,0,75,0
Qinghai,China,2020-08-19,18,0,18,0
Shanxi,China,2020-08-19,201,0,201,0
Tibet,China,2020-08-19,1,0,1,0
Jiangsu,China,2022-05-16,2217,0,,
Macau,China,2022-05-16,82,0,,
Ningxia,China,2022-05-16,122,0,,
Qinghai,China,2022-05-16,146,0,,
Shanxi,China,2022-05-16,420,0,,
Tibet,China,2022-05-16,1,0,,
Unknown,China,2022-05-16,933722,0,,
Jiangsu,China,2020-03-19,631,0,631,
Shanxi,China,2020-03-19,133,0,133,
Ningxia,China,2020-03-19,75,0,75,
Qinghai,China,2020-03-19,18,0,18,
Macau,China,2020-03-19,17,0,10,
Tibet,China,2020-03-19,1,0,1,
Jiangsu,China,2021-05-05,720,0,711,9
Macau,China,2021-05-05,49,0,49,0
Ningxia,China,2021-05-05,75,0,75,0
Qinghai,China,2021-05-05,18,0,18,0
Shanxi,China,2021-05-05,251,0,243,8
Tibet,China,2021-05-05,1,0,1,0
Unknown,China,2021-05-05,0,0,7,-7
Jiangsu,China,2022-06-11,2235,0,,
Macau,China,2022-06-11,83,0,,
Ningxia,China,2022-06-11,122,0,,
Qinghai,China,2022-06-11,147,0,,
Shanxi,China,2022-06-11,423,0,,
Tibet,China,2022-06-11,1,0,,
Unknown,China,2022-06-11,661104,0,,
Jiangsu,China,2021-07-05,743,0,733,10
Macau,China,2021-07-05,55,0,51,4
Ningxia,China,2021-07-05,76,0,75,1
Qinghai,China,2021-07-05,18,0,18,0
Shanxi,China,2021-07-05,253,0,252,1
Tibet,China,2021-07-05,1,0,1,0
Unknown,China,2021-07-05,0,0,27,-27
Jiangsu,China,2021-04-11,716,0,708,8
Macau,China,2021-04-11,49,0,48,1
Ningxia,China,2021-04-11,75,0,75,0
Qinghai,China,2021-04-11,18,0,18,0
Shanxi,China,2021-04-11,248,0,240,8
Tibet,China,2021-04-11,1,0,1,0
Unknown,China,2021-04-11,0,0,2,-2
Jiangsu,China,2020-06-29,654,0,653,1
Macau,China,2020-06-29,46,0,45,1
Ningxia,China,2020-06-29,75,0,75,0
Qinghai,China,2020-06-29,18,0,18,0
Shanxi,China,2020-06-29,198,0,198,0
Tibet,China,2020-06-29,1,0,1,0
Jiangsu,China,2022-01-01,1625,0,,
Macau,China,2022-01-01,79,0,,
Ningxia,China,2022-01-01,122,0,,
Qinghai,China,2022-01-01,30,0,,
Shanxi,China,2022-01-01,266,0,,
Tibet,China,2022-01-01,1,0,,
Unknown,China,2022-01-01,0,0,,
Jiangsu,China,2022-11-06,2766,0,,
Ningxia,China,2022-11-06,225,0,,
Qinghai,China,2022-11-06,284,0,,
Shanxi,China,2022-11-06,1538,0,,
Tibet,China,2022-11-06,1461,0,,
Unknown,China,2022-11-06,790260,0,,
Jiangsu,China,2022-02-18,1698,0,,
Macau,China,2022-02-18,79,0,,
Ningxia,China,2022-02-18,122,0,,
Qinghai,China,2022-02-18,30,0,,
Shanxi,China,2022-02-18,268,0,,
Tibet,China,2022-02-18,1,0,,
Unknown,China,2022-02-18,0,0,,
Jiangsu,China,2022-04-26,2190,0,,
Macau,China,2022-04-26,82,0,,
Ningxia,China,2022-04-26,122,0,,
Qinghai,China,2022-04-26,94,0,,
Shanxi,China,2022-04-26,418,0,,
Tibet,China,2022-04-26,1,0,,
Unknown,China,2022-04-26,663388,0,,
Jiangsu,China,2021-05-28,726,0,715,11
Macau,China,2021-05-28,51,0,49,2
Ningxia,China,2021-05-28,76,0,75,1
Qinghai,China,2021-05-28,18,0,18,0
Shanxi,China,2021-05-28,253,0,248,5
Tibet,China,2021-05-28,1,0,1,0
Unknown,China,2021-05-28,0,0,14,-14
Jiangsu,China,2020-10-12,667,0,664,3
Macau,China,2020-10-12,46,0,46,0
Ningxia,China,2020-10-12,75,0,75,0
Qinghai,China,2020-10-12,18,0,18,0
Shanxi,China,2020-10-12,208,0,203,5
Tibet,China,2020-10-12,1,0,1,0
Jiangsu,China,2022-05-08,2214,0,,
